ID,Messenger_datetimes,RHESSI_datetimes,Obs_start_time,Obs_end_time,Messenger_T,Messenger_EM1,Messenger_GOES,Messenger_total_counts,RHESSI_GOES,GOES_GOES,RHESSI_total_counts,source_vis,Messenger_data_path,RHESSI_data_path,XRS_files,QL_images,RHESSI_browser_urls,csv_name,Angle,Notes
7053005,30-May-2007 13:46:33.000,30-May-2007 13:59:58.000,30-May-2007 13:53:55.000,30-May-2007 13:54:11.000,1.6788337230682373,1.823371171951294,M1.3,0.0,C2.0*,A7.4,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2007150,nan,nan,list_fixed_fit_all.csv,62.50337424849359,      22.2768
7060208,02-Jun-2007 10:31:26.000,02-Jun-2007 10:33:54.000,02-Jun-2007 10:33:47.000,02-Jun-2007 10:34:03.000,1.649368405342102,0.2716652750968933,C1.9,0.0,M1.0,C2.4,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2007153,nan,nan,list_fixed_fit_all.csv,60.64699146509474,      9.33576
7060304,03-Jun-2007 06:36:23.000,03-Jun-2007 07:04:10.000,03-Jun-2007 06:43:45.000,03-Jun-2007 06:44:01.000,1.4838838577270508,0.9157344698905945,C4.9,0.0,,C3.7,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2007154,nan,nan,list_fixed_fit_all.csv,60.075911481949895,      12.9415
7071024,10-Jul-2007 12:36:17.000,10-Jul-2007 12:39:50.000,10-Jul-2007 12:38:38.000,10-Jul-2007 12:38:54.000,1.5442405939102173,0.19795195758342743,C1.2,0.0,C1.1*,B9.8,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2007191,nan,nan,list_fixed_fit_all.csv,52.59610651071607,      9.15550
10020621,06-Feb-2010 15:29:58.000,06-Feb-2010 15:35:18.000,06-Feb-2010 15:37:19.000,06-Feb-2010 15:37:35.000,1.3923654556274414,0.08310409635305405,B3.7,0.0,B1.3,B6.0,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2010037,nan,nan,list_fixed_fit_all.csv,38.286310615814315,      14.5061
10020855,08-Feb-2010 13:41:22.000,08-Feb-2010 13:55:14.000,08-Feb-2010 13:48:43.000,08-Feb-2010 13:48:59.000,1.4418513774871826,0.4215569496154785,C2.1,0.0,B1.3,C3.1,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2010039,nan,nan,list_fixed_fit_all.csv,42.95263410531598,      17.1447
10110321,03-Nov-2010 12:11:43.000,03-Nov-2010 12:17:14.000,03-Nov-2010 12:19:04.000,03-Nov-2010 12:19:20.000,1.5834254026412964,0.63309246301651,C3.9,0.0,B4.7*,C1.2,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2010307,nan,nan,list_fixed_fit_all.csv,102.01550077442414,      9.65805
10110640,06-Nov-2010 15:31:53.000,06-Nov-2010 16:25:50.000,06-Nov-2010 15:39:14.000,06-Nov-2010 15:39:30.000,1.4840220212936401,0.9907316565513611,C5.2,0.0,C8.2,C6.8,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2010310,nan,nan,list_fixed_fit_all.csv,96.70174490548968,      7.97819
11021464,14-Feb-2011 15:41:43.000,14-Feb-2011 16:04:34.000,14-Feb-2011 15:52:50.000,14-Feb-2011 15:53:06.000,1.3951470851898193,0.35799887776374817,C1.6,0.0,B2.2,A3.2,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2011045,nan,nan,list_fixed_fit_all.csv,153.9005900649947,      14.5580
11021439,14-Feb-2011 15:41:43.000,14-Feb-2011 16:27:38.000,14-Feb-2011 15:52:50.000,14-Feb-2011 15:53:06.000,1.3951470851898193,0.35799887776374817,C1.6,0.0,B7.8,A3.2,0.0,nan,/Users/wheatley/Documents/Solar/occulted_flares/data/dat_files,/Users/wheatley/Documents/Solar/occulted_flares/data/,/xrs2011045,nan,nan,list_fixed_fit_all.csv,153.9005900649947,      14.5580
